"","h1n1_concern","h1n1_knowledge","behavioral_antiviral_meds","behavioral_avoidance","behavioral_face_mask","behavioral_wash_hands","behavioral_large_gatherings","behavioral_outside_home","behavioral_touch_face","doctor_recc_h1n1","doctor_recc_seasonal","chronic_med_condition","child_under_6_months","health_worker","health_insurance","opinion_h1n1_vacc_effective","opinion_h1n1_risk","opinion_h1n1_sick_from_vacc","opinion_seas_vacc_effective","opinion_seas_risk","opinion_seas_sick_from_vacc","age_group","education","race","sex","income_poverty","marital_status","rent_or_own","employment_status","hhs_geo_region","census_msa","household_adults","household_children","employment_industry","employment_occupation","h1n1_vaccine","seasonal_vaccine"
"8134",3,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",5,5,5,2,5,5,"65+","12 Yrs","White","Male","<=75K","Married","Own","~Labor","J","Not Principle",1,0,"","",TRUE,TRUE
"8135",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,2,1,1,"35-44","College","White","Female","<=75K","Not Married","Rent","Emp","B","Not Principle",0,0,"i","j",FALSE,FALSE
"8137",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",3,1,4,4,4,4,"45-54","Grad","White","Male","<=75K","Married","Own","Emp","F","Principle",1,0,"a","a",FALSE,TRUE
"8139",3,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",5,4,5,4,4,5,"18-34","12 Yrs","Other","Female","Below Poverty","Married","Rent","~Labor","F","Not Principle",1,2,"","",FALSE,FALSE
"8140",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",4,2,1,5,4,1,"55-64","College","White","Female",">75K","Married","Own","Emp","D","Non",1,0,"a","a",FALSE,TRUE
"8143",3,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"0",5,4,5,4,5,5,"35-44","12 Yrs","Hispanic","Female","Below Poverty","Married","Rent","~Labor","C","Non",1,2,"","",FALSE,FALSE
"8144",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",4,1,1,4,1,1,"35-44","College","White","Male","<=75K","Married","Own","unEmp","B","Not Principle",3,1,"","",FALSE,FALSE
"8146",0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"1",4,1,4,1,2,4,"18-34","Grad","White","Male",">75K","Married","Own","Emp","F","Not Principle",1,1,"q","j",FALSE,FALSE
"8147",2,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",5,1,1,5,2,1,"65+","College","White","Female",">75K","Married","Rent","~Labor","G","Principle",1,0,"","",FALSE,TRUE
"8148",2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",4,2,2,4,2,2,"18-34","12 Yrs","White","Female","<=75K","Not Married","Own","Emp","A","Non",0,3,"h","v",FALSE,FALSE
"8150",1,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",4,2,1,5,4,4,"55-64","Grad","White","Male",">75K","Married","Own","~Labor","F","Not Principle",1,0,"","",FALSE,TRUE
"8153",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,2,4,1,2,"45-54","12 Yrs","White","Male","<=75K","Not Married","Own","Emp","G","Non",0,2,"a","e",FALSE,FALSE
"8154",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,4,1,4,1,1,"65+","12 Yrs","White","Female","<=75K","Married","Own","~Labor","J","Non",1,0,"","",TRUE,TRUE
"8156",1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",4,1,4,2,1,4,"45-54","Grad","White","Male",">75K","Married","Own","Emp","F","Not Principle",1,2,"q","j",FALSE,FALSE
"8159",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",4,2,2,5,4,1,"65+","Grad","White","Male",">75K","Married","Own","~Labor","F","Not Principle",1,0,"","",FALSE,TRUE
"8160",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",5,4,4,4,5,4,"35-44","12 Yrs","White","Female","Below Poverty","Not Married","Own","~Labor","B","Not Principle",3,0,"","",TRUE,TRUE
"8161",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,4,2,2,"35-44","Grad","White","Male","<=75K","Married","Own","Emp","B","Not Principle",1,1,"k","b",FALSE,FALSE
"8162",1,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"0",4,1,1,2,1,1,"45-54","College","White","Female","<=75K","Married","Own","Emp","B","Non",1,0,"s","e",FALSE,FALSE
"8166",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,1,2,1,1,"45-54","12 Yrs","Black","Male","<=75K","Not Married","Own","Emp","J","Non",0,0,"l","e",FALSE,FALSE
"8170",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",5,4,4,5,4,2,"45-54","Grad","White","Male",">75K","Married","Own","Emp","E","Principle",2,0,"i","m",TRUE,TRUE
"8172",1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,2,2,2,"65+","Grad","White","Male",">75K","Married","Own","~Labor","J","Not Principle",1,0,"","",FALSE,FALSE
"8173",2,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",4,2,4,5,5,4,"65+","College","White","Female","<=75K","Not Married","Rent","~Labor","C","Not Principle",0,0,"","",FALSE,TRUE
"8174",2,1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"1",4,5,1,4,5,1,"65+","College","White","Female","<=75K","Not Married","Own","Emp","D","Principle",0,0,"c","c",TRUE,FALSE
"8175",0,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",3,1,1,1,1,1,"55-64","College","White","Female","<=75K","Married","Own","~Labor","A","Not Principle",1,0,"","",FALSE,TRUE
"8176",1,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",4,1,1,4,1,1,"45-54","College","Hispanic","Male",">75K","Married","Own","Emp","J","Principle",1,1,"f","h",FALSE,FALSE
"8179",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",4,4,4,5,4,1,"65+","Grad","White","Male","<=75K","Married","Own","Emp","H","Not Principle",1,0,"f","p",TRUE,TRUE
"8180",3,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,4,1,4,4,4,"65+","College","White","Male","","Not Married","Own","~Labor","B","Principle",0,0,"","",TRUE,TRUE
"8182",1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"1",4,2,4,4,2,1,"55-64","Grad","White","Female","<=75K","Married","Own","unEmp","A","Non",1,0,"","",FALSE,FALSE
"8183",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",4,4,2,5,4,2,"55-64","12 Yrs","White","Male","<=75K","Married","Own","~Labor","F","Non",1,0,"","",FALSE,TRUE
"8184",2,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",5,4,1,5,4,1,"18-34","Grad","White","Female",">75K","Married","Own","Emp","C","Not Principle",1,2,"c","c",TRUE,TRUE
"8185",2,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",4,2,4,4,2,2,"65+","<12 Yrs","White","Male","<=75K","Not Married","Rent","~Labor","E","Not Principle",0,0,"","",FALSE,FALSE
"8186",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",4,1,1,4,1,2,"65+","12 Yrs","White","Male",">75K","Not Married","Own","Emp","G","Not Principle",1,0,"a","a",FALSE,TRUE
"8188",1,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",4,1,2,4,1,1,"45-54","Grad","White","Female","<=75K","Married","Own","Emp","F","Not Principle",1,3,"c","c",FALSE,TRUE
"8189",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",4,1,1,5,2,2,"65+","Grad","White","Female","<=75K","Married","Own","~Labor","B","Not Principle",0,0,"","",FALSE,TRUE
"8193",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,5,4,4,5,4,"55-64","Grad","White","Female","<=75K","Not Married","Own","Emp","A","Principle",0,0,"c","c",TRUE,TRUE
"8196",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,2,4,2,2,"45-54","Grad","White","Male",">75K","Married","Own","Emp","A","Not Principle",3,2,"k","h",FALSE,FALSE
"8197",2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"1",4,2,4,5,4,4,"18-34","Grad","White","Female",">75K","Married","Own","Emp","C","Not Principle",1,0,"i","m",TRUE,TRUE
"8199",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,4,2,2,"35-44","Grad","White","Male",">75K","Married","Own","Emp","B","Not Principle",1,2,"l","a",FALSE,FALSE
"8201",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",3,3,2,4,4,2,"45-54","12 Yrs","White","Female","<=75K","Married","Own","Emp","F","Principle",1,0,"i","m",FALSE,TRUE
"8202",3,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",3,5,5,4,4,5,"55-64","<12 Yrs","Hispanic","Female","Below Poverty","Not Married","Rent","~Labor","J","Non",1,0,"","",TRUE,TRUE
"8203",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,5,2,4,4,1,"18-34","12 Yrs","White","Male","<=75K","Not Married","Own","Emp","B","Not Principle",1,0,"k","o",TRUE,FALSE
"8204",3,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"1",5,5,1,5,4,1,"55-64","College","White","Female",">75K","Married","Own","Emp","A","Non",1,0,"a","l",TRUE,FALSE
"8205",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",1,1,1,4,3,1,"65+","Grad","White","Female","<=75K","Not Married","Own","~Labor","C","Principle",0,0,"","",FALSE,TRUE
"8209",2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,4,4,4,2,2,"35-44","Grad","Other","Male","<=75K","Married","Own","~Labor","A","Non",1,1,"","",FALSE,FALSE
"8210",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"0",5,5,1,5,5,1,"45-54","College","White","Male",">75K","Married","Own","Emp","A","Not Principle",1,0,"c","c",TRUE,TRUE
"8211",3,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",4,4,4,4,2,2,"65+","College","White","Male","<=75K","Married","Own","~Labor","F","Non",1,0,"","",TRUE,TRUE
"8214",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",5,4,2,5,5,2,"55-64","Grad","White","Female","<=75K","Not Married","Own","~Labor","H","Not Principle",0,0,"","",FALSE,FALSE
"8216",2,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"0",5,5,2,5,5,2,"35-44","12 Yrs","White","Female","<=75K","Not Married","Rent","unEmp","E","Principle",2,0,"","",FALSE,FALSE
"8218",2,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,2,2,5,2,4,"65+","","White","Female","","Married","","","G","Not Principle",1,0,"","",FALSE,TRUE
"8222",0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",2,1,1,2,2,1,"45-54","Grad","White","Female",">75K","Married","Own","~Labor","D","Principle",1,3,"","",FALSE,FALSE
"8223",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",5,4,1,5,4,2,"65+","12 Yrs","White","Female","","Married","","~Labor","G","Not Principle",1,0,"","",FALSE,TRUE
"8225",2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"1",4,2,2,4,2,2,"65+","College","White","Female","<=75K","Not Married","Own","unEmp","E","Non",0,0,"","",FALSE,TRUE
"8226",0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,2,2,5,4,4,"65+","Grad","White","Female","<=75K","Married","Own","~Labor","E","Not Principle",2,0,"","",TRUE,TRUE
"8229",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,4,4,4,4,4,"45-54","<12 Yrs","White","Female","","Not Married","Own","Emp","B","Non",2,0,"c","c",FALSE,FALSE
"8233",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",5,1,2,5,2,2,"55-64","Grad","White","Female",">75K","Married","Own","~Labor","F","Not Principle",1,0,"","",FALSE,TRUE
"8238",3,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",3,4,5,3,4,5,"55-64","<12 Yrs","White","Female","<=75K","Not Married","Own","Emp","J","Principle",0,1,"i","d",FALSE,FALSE
"8239",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",2,1,1,5,5,4,"65+","12 Yrs","White","Female","<=75K","Married","Own","~Labor","F","Non",1,0,"","",FALSE,TRUE
"8240",2,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",3,2,2,4,2,1,"55-64","Grad","White","Male","<=75K","Married","Own","~Labor","G","Not Principle",1,0,"","",FALSE,TRUE
"8242",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,4,4,4,4,4,"18-34","Grad","White","Female",">75K","Married","Rent","Emp","H","Not Principle",1,0,"u","w",TRUE,TRUE
"8244",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",5,4,5,4,4,4,"45-54","College","White","Female",">75K","Married","Own","Emp","B","Not Principle",1,0,"s","l",TRUE,TRUE
"8246",3,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",4,1,2,5,2,2,"65+","Grad","White","Female","","Not Married","Own","~Labor","C","Not Principle",0,0,"","",FALSE,TRUE
"8247",1,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,1,5,2,1,"55-64","College","White","Female",">75K","Married","Own","~Labor","I","Not Principle",1,0,"","",FALSE,TRUE
"8250",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,4,2,4,4,1,"18-34","Grad","White","Female",">75K","Married","Own","~Labor","E","Not Principle",1,3,"","",FALSE,FALSE
"8255",3,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",5,2,1,5,5,2,"45-54","College","Black","Male","<=75K","Married","Own","unEmp","F","Non",1,1,"","",TRUE,TRUE
"8256",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,4,4,5,4,4,"65+","Grad","White","Female",">75K","Married","Own","~Labor","J","Non",1,0,"","",TRUE,TRUE
"8262",3,2,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",5,4,1,5,4,1,"35-44","Grad","Black","Female",">75K","Married","Own","Emp","F","Not Principle",1,2,"i","m",TRUE,FALSE
"8263",0,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",1,1,4,1,1,2,"65+","12 Yrs","White","Female","<=75K","Married","Own","~Labor","C","Non",1,0,"","",FALSE,FALSE
"8264",3,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",5,5,5,5,5,1,"45-54","College","White","Male",">75K","Married","Own","Emp","B","Not Principle",2,1,"c","c",TRUE,TRUE
"8265",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",3,2,2,4,2,5,"18-34","Grad","White","Male","<=75K","Married","Own","Emp","E","Not Principle",1,1,"q","b",TRUE,FALSE
"8269",2,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,5,5,5,4,"65+","College","White","Female","<=75K","Married","Own","Emp","C","Not Principle",1,0,"d","a",FALSE,FALSE
"8270",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,2,4,4,4,1,"55-64","College","White","Female","<=75K","Married","Own","Emp","A","Principle",1,0,"n","i",FALSE,FALSE
"8271",0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,1,1,1,1,"45-54","12 Yrs","Black","Female","<=75K","Married","Own","Emp","G","Principle",1,0,"s","a",FALSE,FALSE
"8273",0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",4,1,2,4,1,1,"45-54","Grad","White","Male",">75K","Married","Own","Emp","G","Not Principle",1,1,"e","b",FALSE,FALSE
"8276",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,1,1,4,1,1,"18-34","College","White","Male","<=75K","Married","Rent","Emp","A","Principle",1,0,"e","f",FALSE,FALSE
"8278",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",3,3,4,5,4,1,"65+","Grad","White","Female","","Married","Own","Emp","G","Not Principle",1,0,"c","c",FALSE,TRUE
"8282",0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"1",4,2,1,4,2,1,"45-54","College","White","Female","<=75K","Married","Own","Emp","J","Principle",1,0,"a","a",FALSE,FALSE
"8284",2,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",2,4,2,4,2,2,"18-34","Grad","White","Female","<=75K","Married","Rent","~Labor","J","Principle",2,1,"","",FALSE,FALSE
"8285",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",4,2,2,4,4,1,"65+","Grad","White","Female","<=75K","Not Married","Rent","~Labor","H","Not Principle",0,0,"","",FALSE,TRUE
"8286",0,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1",5,1,1,5,4,2,"18-34","12 Yrs","White","Male",">75K","Not Married","Own","Emp","B","Non",3,0,"a","a",TRUE,TRUE
"8287",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"1",4,1,1,4,2,1,"65+","College","White","Female","<=75K","Married","Own","~Labor","F","Not Principle",1,0,"","",FALSE,FALSE
"8290",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"1",3,2,1,3,2,1,"55-64","College","White","Female","","Married","Own","Emp","E","Principle",1,0,"c","s",FALSE,TRUE
"8291",2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",3,2,2,4,4,1,"35-44","Grad","White","Female","","Married","Own","Emp","J","Non",1,0,"c","c",FALSE,TRUE
"8292",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"0",5,4,4,5,4,1,"35-44","College","White","Male","<=75K","Not Married","Own","Emp","C","Principle",0,0,"n","u",TRUE,TRUE
"8293",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"1",5,1,1,5,4,2,"18-34","12 Yrs","White","Female","","Not Married","Rent","~Labor","E","Principle",2,0,"","",FALSE,FALSE
"8295",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,1,5,4,1,"55-64","Grad","White","Male","<=75K","Married","Own","Emp","A","Non",1,0,"h","b",TRUE,TRUE
"8297",1,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",3,1,1,3,2,1,"65+","Grad","White","Male","<=75K","Not Married","Own","~Labor","A","Non",2,1,"","",FALSE,TRUE
"8298",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,4,2,2,"35-44","Grad","White","Female","<=75K","Married","Own","~Labor","C","Not Principle",1,2,"","",FALSE,FALSE
"8301",2,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",1,2,1,1,1,1,"45-54","Grad","Black","Female","<=75K","Not Married","Rent","Emp","G","Principle",1,2,"i","b",FALSE,TRUE
"8304",0,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",3,1,5,3,1,5,"55-64","Grad","White","Female","<=75K","Married","Own","Emp","C","Principle",1,0,"c","c",FALSE,FALSE
"8313",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",2,4,5,2,2,4,"35-44","College","Other","Female",">75K","Not Married","Rent","Emp","D","Principle",0,1,"k","m",FALSE,FALSE
"8314",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,2,2,2,"65+","12 Yrs","Other","Female","Below Poverty","Not Married","Rent","~Labor","H","Principle",0,0,"","",TRUE,TRUE
"8316",2,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,2,5,4,2,5,"18-34","College","White","Male","<=75K","Married","Rent","Emp","A","Principle",1,2,"k","i",TRUE,TRUE
"8323",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",4,1,1,4,2,1,"65+","Grad","White","Male",">75K","Married","Own","~Labor","F","Not Principle",1,0,"","",FALSE,FALSE
"8324",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,1,1,2,4,"35-44","College","White","Female",">75K","Married","Own","Emp","C","Not Principle",1,3,"r","a",FALSE,FALSE
"8325",3,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",2,5,4,2,2,4,"18-34","12 Yrs","Hispanic","Male","Below Poverty","Married","Rent","Emp","F","Non",3,0,"b","d",FALSE,FALSE
"8326",2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",4,2,2,2,1,1,"35-44","Grad","Black","Female","<=75K","Not Married","Own","Emp","F","Principle",0,0,"c","c",FALSE,FALSE
"8327",3,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",5,2,2,5,4,4,"65+","Grad","White","Male","<=75K","Married","Own","~Labor","A","Principle",1,0,"","",TRUE,TRUE
"8328",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",5,1,1,5,4,1,"55-64","Grad","White","Male",">75K","Married","Own","Emp","J","Not Principle",1,0,"f","t",TRUE,TRUE
"8330",3,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,2,5,5,4,4,"45-54","College","White","Male",">75K","Not Married","Own","Emp","B","Not Principle",1,2,"f","f",TRUE,TRUE
